sourceFile,drugCode,genericName,specification,unit,series,category,metadata.englishName,metadata.chineseAcronym,metadata.brandName,metadata.commonDosage,metadata.recommendedDosages,metadata.recommendedFrequency,metadata.form,metadata.route,metadata.indications,metadata.contraindications,metadata.sideEffects,metadata.drugInteractions,metadata.specialInstructions,metadata.pregnancyCategory,metadata.renalAdjustment,metadata.hepaticAdjustment,metadata.frequency1,metadata.frequency2,metadata.frequency3,metadata.frequency4
general-drug-database.ts,lidocaine,利多卡因,100mg/支,mg,心血管系统药物/Ib类抗心律失常药,Ib类抗心律失常药,Lidocaine,LID,利多卡因注射液,1-1.5mg/kg静推,,必要时重复,静脉注射,静脉注射,急性心梗室性心律失常,二度以上传导阻滞禁用,抽搐、低血压,与β受体阻滞剂合用减少用量,Ib类抗心律失常,C,无需调整,肝功能不全需减量,prn,,,
general-drug-database.ts,phenytoin,苯妥英钠,0.1g/片,g,神经系统药物/抗癫痫药,经典抗癫痫药,Phenytoin,PHT,大仑丁,0.2-0.4g,,每日1-3次,口服,口服,癫痫大发作、局灶性发作,窦性心动过缓、房室传导阻滞禁用,牙龈增生、共济失调、皮疹,"CYP450诱导剂,降低多种药物疗效","治疗窗窄,监测血药浓度10-20μg/ml",D,正常剂量,肝功能不全需减量,QD-TID,,,
general-drug-database.ts,carbamazepine,卡马西平,0.2g/片,g,神经系统药物/抗癫痫药,三叉神经痛首选,Carbamazepine,CBZ,得理多,0.6-1.2g,,每日2-3次,口服,口服,癫痫部分性发作、三叉神经痛,房室传导阻滞、骨髓抑制禁用,嗜睡、头晕、低钠血症、皮疹,CYP3A4诱导剂,监测血药浓度4-12μg/ml,D,CrCl<10慎用,肝功能不全需减量,BID-TID,,,
general-drug-database.ts,valproic-acid,丙戊酸钠,0.2g/片,g,神经系统药物/抗癫痫药,广谱抗癫痫药,Valproic Acid,VPA,德巴金,0.6-2g,,每日2-3次,口服,口服,各型癫痫、双相情感障碍,肝病、线粒体疾病禁用,肝毒性、高氨血症、体重增加、脱发,诱导肝酶,监测肝功能和血药浓度50-100μg/ml,D,正常剂量,肝功能不全禁用,BID-TID,,,
general-drug-database.ts,levetiracetam,左乙拉西坦,0.25g;0.5g/片,g,神经系统药物/抗癫痫药,新型抗癫痫药,Levetiracetam,LEV,开浦兰,1-3g,,每日2次,口服,口服,癫痫部分性发作、全面性发作,严重肾功能不全需调整剂量,嗜睡、乏力、行为改变,无明显药物相互作用,不诱导或抑制CYP450,C,CrCl<80需减量,正常剂量,BID,,,
general-drug-database.ts,lamotrigine,拉莫三嗪,25mg;50mg;100mg/片,mg,神经系统药物/抗癫痫药,双相障碍首选,Lamotrigine,LTG,利必通,100-400mg,,每日1-2次,口服,口服,癫痫、双相情感障碍,对拉莫三嗪过敏者禁用,Stevens-Johnson综合征、皮疹,与丙戊酸合用减量,缓慢递增剂量预防皮疹,C,正常剂量,肝功能不全需减量,QD-BID,,,
general-drug-database.ts,oxcarbazepine,奥卡西平,0.3g/片,g,神经系统药物/抗癫痫药,卡马西平类似物,Oxcarbazepine,OXC,曲莱,0.9-2.4g,,每日2次,口服,口服,癫痫部分性发作,房室传导阻滞禁用,低钠血症、嗜睡、头晕,CYP450诱导剂,监测血钠,C,CrCl<30需减量,肝功能不全慎用,BID,,,
general-drug-database.ts,levodopa,左旋多巴,250mg/片,g,神经系统药物/抗帕金森病药,帕金森病金标准,Levodopa,LD,美多巴(左旋多巴+苄丝肼),0.5-1.5g,,每日3-4次,口服,口服,帕金森病,闭角型青光眼、精神病禁用,运动并发症、恶心、直立性低血压,与维生素B6拮抗,餐前1小时或餐后1.5小时服用,C,正常剂量,正常剂量,TID-QID,,,
general-drug-database.ts,carbidopa,卡比多巴,25mg/片(复方),mg,神经系统药物/抗帕金森病药,DOPA脱羧酶抑制剂,Carbidopa,CD,息宁(卡比多巴+左旋多巴),75-200mg,,每日3-4次,口服,口服,帕金森病,闭角型青光眼禁用,运动障碍、幻觉、低血压,与左旋多巴联用,外周多巴脱羧酶抑制剂,C,正常剂量,正常剂量,TID-QID,,,
general-drug-database.ts,pramipexole,普拉克索,0.25mg;1mg/片,mg,神经系统药物/抗帕金森病药,多巴胺受体激动剂,Pramipexole,PPX,米拉帕,1.5-4.5mg,,每日3次,口服,口服,帕金森病、不宁腿综合征,严重肾功能不全慎用,嗜睡、突然入睡、幻觉、水肿,西咪替丁增加血药浓度,D3受体激动剂,C,CrCl<50需减量,正常剂量,TID,,,
general-drug-database.ts,selegiline,司来吉兰,5mg/片,mg,神经系统药物/抗帕金森病药,MAO-B抑制剂,Selegiline,SEL,思吉宁,5-10mg,,每日1-2次,口服,口服,帕金森病,与SSRI/三环类抗抑郁药合用禁忌,失眠、头晕、恶心,MAO-B抑制剂,早晨和中午服用避免失眠,C,正常剂量,正常剂量,QD-BID,,,
general-drug-database.ts,amantadine,金刚烷胺,0.1g/片,g,神经系统药物/抗帕金森病药,多机制抗帕金森药,Amantadine,AMA,盐酸金刚烷胺片,0.2-0.3g,,每日2次,口服,口服,帕金森病、流感A预防,癫痫、胃溃疡禁用,失眠、幻觉、网状青斑,抗胆碱能药增加不良反应,促进多巴胺释放,C,CrCl<50需减量,正常剂量,BID,,,
general-drug-database.ts,diazepam,地西泮,2.5mg;5mg/片,mg,神经系统药物/苯二氮䓬类,经典苯二氮䓬类,Diazepam,DZP,安定,5-10mg,,每日1-3次,口服,口服,焦虑、失眠、癫痫持续状态,重症肌无力、急性闭角型青光眼禁用,嗜睡、依赖性、呼吸抑制,与阿片类合用增加呼吸抑制,长期使用需逐渐停药,D,正常剂量,肝功能不全需减量,QD-TID,,,
general-drug-database.ts,estazolam,艾司唑仑,1mg;2mg/片,mg,神经系统药物/苯二氮䓬类,中效催眠药,Estazolam,EST,舒乐安定,1-2mg,,睡前服用,口服,口服,失眠,重症肌无力、呼吸衰竭禁用,嗜睡、依赖性、认知障碍,与CNS抑制剂合用增强作用,中效苯二氮䓬类,D,正常剂量,肝功能不全需减量,qhs,,,
general-drug-database.ts,zolpidem,唑吡坦,10mg/片,mg,神经系统药物/非苯二氮䓬类催眠药,Z药物,Zolpidem,ZLP,思诺思,5-10mg,,睡前服用,口服,口服,失眠,重症肌无力、呼吸衰竭禁用,梦游、依赖性(较轻)、头晕,与CYP3A4抑制剂合用增加血药浓度,"Z药物,依赖性较BZD轻",C,正常剂量,肝功能不全需减量,qhs,,,
general-drug-database.ts,zopiclone,佐匹克隆,7.5mg/片,mg,神经系统药物/非苯二氮䓬类催眠药,Z药物,Zopiclone,ZPC,忆梦返,7.5mg,,睡前服用,口服,口服,失眠,重症肌无力、呼吸衰竭禁用,苦味、口干、依赖性(较轻),与CNS抑制剂合用增强作用,Z药物,C,正常剂量,肝功能不全需减量,qhs,,,
general-drug-database.ts,donepezil,多奈哌齐,5mg;10mg/片,mg,神经系统药物/胆碱酯酶抑制剂,胆碱酯酶抑制剂,Donepezil,DNP,安理申,5-10mg,,每日1次,口服,口服,轻中度阿尔茨海默病,对哌啶类过敏者禁用,恶心、腹泻、肌肉痉挛,与抗胆碱药拮抗,睡前服用,C,正常剂量,正常剂量,qhs,,,
general-drug-database.ts,memantine,美金刚,10mg/片,mg,神经系统药物/NMDA受体拮抗剂,NMDA受体拮抗剂,Memantine,MEM,易倍申,10-20mg,,每日1-2次,口服,口服,中重度阿尔茨海默病,严重肾功能不全慎用,头晕、头痛、便秘,尿液碱化增加血药浓度,NMDA受体拮抗剂,C,CrCl<30需减量,正常剂量,QD-BID,,,
general-drug-database.ts,rivastigmine,卡巴拉汀,1.5mg;3mg;4.5mg;6mg/粒,mg,神经系统药物/胆碱酯酶抑制剂,双重胆碱酯酶抑制剂,Rivastigmine,RIV,艾斯能,6-12mg,,每日2次,口服,口服,轻中度阿尔茨海默病、帕金森病痴呆,对氨基甲酸酯过敏者禁用,恶心、呕吐、腹泻,与抗胆碱药拮抗,餐时服用减少胃肠反应,B,正常剂量,肝功能不全慎用,BID,,,
general-drug-database.ts,allopurinol,别嘌醇,0.1g/片,g,骨骼肌肉系统药物/抗痛风药,黄嘌呤氧化酶抑制剂,Allopurinol,ALP,别嘌醇片,0.2-0.3g,,每日2-3次,口服,口服,痛风、高尿酸血症,急性痛风发作期禁用,过敏反应、Stevens-Johnson综合征、肝毒性,与硫唑嘌呤合用需减量,"从小剂量开始,充足饮水",C,CrCl<20需减量,肝功能不全需减量,BID-TID,,,
general-drug-database.ts,colchicine,秋水仙碱,0.5mg/片,mg,骨骼肌肉系统药物/抗痛风药,急性痛风首选,Colchicine,COL,秋水仙碱片,0.5-1mg,,急性发作时每1-2小时1次,口服,口服,急性痛风性关节炎,严重肾功能不全、骨髓抑制禁用,腹泻、恶心、骨髓抑制,与CYP3A4抑制剂合用增加毒性,"治疗窗窄,肾功能不全慎用",D,CrCl<10禁用,肝功能不全慎用,q1-2h,,,
general-drug-database.ts,febuxostat,非布司他,40mg;80mg/片,mg,骨骼肌肉系统药物/抗痛风药,新型降尿酸药,Febuxostat,FBX,优立通,40-80mg,,每日1次,口服,口服,痛风、高尿酸血症,正在接受硫唑嘌呤治疗者禁用,肝酶升高、皮疹、心血管事件,与硫唑嘌呤、巯嘌呤禁用,选择性黄嘌呤氧化酶抑制剂,C,CrCl<30需监测,轻中度肝功能不全慎用,QD,,,
general-drug-database.ts,benzbromarone,苯溴马隆,50mg/片,mg,骨骼肌肉系统药物/抗痛风药,促尿酸排泄药,Benzbromarone,BZB,立加利仙,50-100mg,,每日1次,口服,口服,痛风、高尿酸血症,严重肾功能不全、肝功能不全禁用,肝毒性、尿路结石,与阿司匹林拮抗,"尿酸排泄促进剂,充足饮水",C,CrCl<20禁用,肝功能不全禁用,QD,,,
general-drug-database.ts,methotrexate,甲氨蝶呤,2.5mg/片,mg,骨骼肌肉系统药物/DMARDs,RA锚定药物,Methotrexate,MTX,甲氨蝶呤片,7.5-25mg,,每周1次,口服,口服,类风湿关节炎、银屑病关节炎,孕妇、活动性感染、骨髓抑制禁用,骨髓抑制、肝毒性、肺炎,与NSAIDs合用增加毒性,"每周给药,同时补充叶酸",X,正常剂量,肝功能不全禁用,QW,,,
general-drug-database.ts,hydroxychloroquine,羟氯喹,0.1g;0.2g/片,g,骨骼肌肉系统药物/DMARDs,DMARDs基础用药,Hydroxychloroquine,HCQ,纷乐,0.2-0.4g,,每日1-2次,口服,口服,类风湿关节炎、系统性红斑狼疮,视网膜病变、G6PD缺乏禁用,视网膜毒性、心脏毒性,与地高辛合用增加地高辛浓度,定期眼科检查,C,正常剂量,正常剂量,QD-BID,,,
general-drug-database.ts,sulfasalazine,柳氮磺吡啶,0.25g;0.5g/片,g,骨骼肌肉系统药物/DMARDs,RA和IBD用药,Sulfasalazine,SSZ,柳氮磺吡啶肠溶片,2-3g,,每日3-4次,口服,口服,类风湿关节炎、溃疡性结肠炎,磺胺过敏、G6PD缺乏禁用,胃肠道反应、皮疹、血液学异常,与叶酸拮抗,"餐后服用,充足饮水",B,正常剂量,肝功能不全慎用,TID-QID,,,
general-drug-database.ts,leflunomide,来氟米特,10mg;20mg/片,mg,骨骼肌肉系统药物/DMARDs,DMARD标准用药,Leflunomide,LEF,爱若华,10-20mg,,每日1次,口服,口服,类风湿关节炎、银屑病关节炎,孕妇、严重肝功能不全禁用,腹泻、肝毒性、高血压,与华法林合用增加INR,"有效避孕,停药后需洗脱",X,正常剂量,肝功能不全禁用,QD,,,
general-drug-database.ts,alendronate,阿仑膦酸钠,70mg/片,mg,骨骼肌肉系统药物/双膦酸盐,双膦酸盐类,Alendronate,ALN,福善美,70mg,,每周1次,口服,口服,骨质疏松症、Paget病,食管疾病、低钙血症禁用,食管炎、肌肉骨骼疼痛、颌骨坏死,与钙剂、抗酸药同服降低吸收,"晨起空腹,直立30分钟",C,CrCl<35禁用,正常剂量,QW,,,
general-drug-database.ts,zoledronic-acid,唑来膦酸,5mg/支,mg,骨骼肌肉系统药物/双膦酸盐,强效双膦酸盐,Zoledronic Acid,ZOL,择泰,5mg,,每年1次,静脉注射,静脉注射,骨质疏松症、肿瘤骨转移,CrCl<35、低钙血症禁用,急性期反应、肾毒性、颌骨坏死,与氨基糖苷类合用增加低钙风险,输注时间≥15分钟,D,CrCl<35禁用,正常剂量,QY,,,
general-drug-database.ts,ibandronic-acid,伊班膦酸,150mg/片,mg,骨骼肌肉系统药物/双膦酸盐,月度双膦酸盐,Ibandronic Acid,IBN,邦罗力,150mg,,每月1次,口服,口服,骨质疏松症,食管疾病、低钙血症禁用,食管炎、肌肉骨骼疼痛,与钙剂、抗酸药同服降低吸收,"晨起空腹,直立60分钟",C,CrCl<30慎用,正常剂量,qmo,,,
general-drug-database.ts,teriparatide,特立帕肽,20μg/支,μg,骨骼肌肉系统药物/甲状旁腺激素类似物,PTH类似物,Teriparatide,TPT,复泰奥,20μg,,每日1次,皮下注射,皮下注射,骨质疏松症,骨肿瘤、Paget病、高钙血症禁用,头晕、腿痉挛、高钙血症,与地高辛合用需监测地高辛,"促进骨形成,限用2年",C,正常剂量,正常剂量,QD,,,
general-drug-database.ts,calcitonin,降钙素,50IU;100IU/支,IU,骨骼肌肉系统药物/降钙素,降钙素类,Calcitonin,CT,密钙息,100IU,,每日或隔日1次,肌肉注射/鼻喷,肌肉注射/鼻喷,骨质疏松症、Paget病、高钙血症,对降钙素过敏者禁用,恶心、面部潮红、鼻炎(鼻喷),与双膦酸盐联用需监测,镇痛作用,C,正常剂量,正常剂量,QD-QOD,,,
general-drug-database.ts,oxytocin,缩宫素,10IU/ml,IU,妇产科用药/子宫收缩药,子宫收缩剂,Oxytocin,OXT,催产素注射液,2.5-5IU,,根据宫缩调整,静脉滴注,静脉滴注/肌肉注射,引产、产后出血,胎位不正、骨盆狭窄禁用,子宫过度收缩、水中毒,与前列腺素合用需谨慎,"静滴需稀释,滴速监测",X,正常剂量,正常剂量,continuous,,,
general-drug-database.ts,ergonovine,麦角新碱,0.2mg/ml,mg,妇产科用药/子宫收缩药,麦角类子宫收缩剂,Ergonovine,ERG,麦角新碱注射液,0.2mg,,必要时重复,肌肉注射,肌肉注射/静脉注射,产后出血、子宫复旧,妊娠、高血压、心脏病禁用,高血压、恶心、头痛,与血管收缩药合用禁忌,静脉注射需缓慢,X,正常剂量,正常剂量,prn,,,
general-drug-database.ts,carbetocin,卡贝缩宫素,100μg/ml,μg,妇产科用药/子宫收缩药,长效缩宫素,Carbetocin,CBT,卡贝缩宫素注射液,100μg,,单次给药,静脉注射,静脉注射,剖宫产后预防出血,妊娠、癫痫禁用,恶心、腹痛、潮红,与其他缩宫素合用增强作用,长效缩宫素类似物,X,正常剂量,肝肾功能不全慎用,single,,,
general-drug-database.ts,ambroxol,氨溴索,30mg/片,mg,呼吸系统药物/祛痰药,黏液溶解剂,Ambroxol,AMB,沐舒坦,30mg,,每日3次,口服,口服,急慢性呼吸道疾病痰液排出障碍,对氨溴索过敏者禁用,恶心、胃肠道不适,与抗生素合用增强抗生素在肺部浓度,促进肺泡表面活性物质分泌,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,bromhexine,溴己新,8mg/片,mg,呼吸系统药物/祛痰药,黏液溶解剂,Bromhexine,BRO,必嗽平,16mg,,每日3次,口服,口服,慢性支气管炎、支气管哮喘,对溴己新过敏者禁用,恶心、胃部不适,与抗生素合用增强抗生素作用,氨溴索的前体药物,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,acetylcysteine,乙酰半胱氨酸,0.2g/袋,g,呼吸系统药物/祛痰药,黏液溶解剂+解毒剂,Acetylcysteine,NAC,富露施,0.4-0.6g,,每日2-3次,口服,口服,痰液黏稠不易咳出、对乙酰氨基酚中毒,活动性消化性溃疡禁用,恶心、支气管痉挛,与青霉素类抗生素有配伍禁忌,具有抗氧化作用,B,正常剂量,正常剂量,BID-TID,,,
general-drug-database.ts,carbocisteine,羧甲司坦,0.25g/片,g,呼吸系统药物/祛痰药,黏液调节剂,Carbocisteine,CCL,羧甲司坦口服溶液,0.5g,,每日3次,口服,口服,慢性支气管炎、支气管扩张,活动性消化性溃疡禁用,胃肠道反应、皮疹,与抗生素合用协同作用,调节痰液黏稠度,C,正常剂量,正常剂量,TID,,,
general-drug-database.ts,theophylline,茶碱,0.1g;0.2g/片,g,呼吸系统药物/平喘药,甲基黄嘌呤类,Theophylline,THEO,茶碱缓释片,0.2-0.4g,,每日2次,口服,口服,支气管哮喘、慢性阻塞性肺疾病,活动性消化性溃疡、癫痫禁用,恶心、心动过速、癫痫,CYP1A2底物,监测血药浓度5-15μg/ml,C,CrCl<50需监测,肝功能不全需减量,BID,,,
general-drug-database.ts,aminophylline,氨茶碱,0.25g/支,g,呼吸系统药物/平喘药,茶碱复盐,Aminophylline,APL,氨茶碱注射液,0.25g,,缓慢静推,静脉注射,静脉注射,哮喘急性发作、心源性哮喘,心肌梗死急性期禁用,心律失常、低血压,CYP1A2底物,静推速度<25mg/min,C,CrCl<50需监测,肝功能不全需减量,prn,,,
general-drug-database.ts,doxofylline,多索茶碱,0.2g/片,g,呼吸系统药物/平喘药,新型茶碱类,Doxofylline,DOX,多索茶碱片,0.4g,,每日2次,口服,口服,支气管哮喘、慢性阻塞性肺疾病,急性心肌梗死禁用,头痛、胃肠道反应,与喹诺酮类合用需监测,较茶碱不良反应少,C,正常剂量,肝功能不全需减量,BID,,,
general-drug-database.ts,chlorpheniramine,氯苯那敏,4mg/片,mg,呼吸系统药物/抗组胺药,第一代抗组胺药,Chlorpheniramine,CPA,扑尔敏,4mg,,每日3次,口服,口服,过敏性鼻炎、荨麻疹、皮肤瘙痒,新生儿、哺乳期禁用,嗜睡、口干、尿潴留,与CNS抑制剂合用增强作用,第一代抗组胺药,B,正常剂量,正常剂量,TID,,,
general-drug-database.ts,levothyroxine,左甲状腺素钠,25μg;50μg;100μg/片,μg,内分泌系统药物/甲状腺激素,甲状腺激素替代治疗,Levothyroxine,LT4,优甲乐,50-200μg,,每日1次,口服,口服,甲状腺功能减退症,甲亢未控制、急性心肌梗死禁用,心悸、心律失常、骨质疏松,与华法林合用增加INR,晨起空腹服用,A,正常剂量,正常剂量,QD,,,
general-drug-database.ts,propylthiouracil,丙硫氧嘧啶,50mg/片,mg,内分泌系统药物/抗甲状腺药,抗甲状腺药,Propylthiouracil,PTU,丙硫氧嘧啶片,150-450mg,,每日3次,口服,口服,甲状腺功能亢进症,严重肝功能不全禁用,肝毒性、粒细胞缺乏、皮疹,与华法林合用增加出血风险,定期监测肝功能和血常规,D,正常剂量,肝功能不全禁用,TID,,,
general-drug-database.ts,methimazole,甲巯咪唑,5mg;10mg/片,mg,内分泌系统药物/抗甲状腺药,抗甲状腺药首选,Methimazole,MMI,他巴唑,15-40mg,,每日1-3次,口服,口服,甲状腺功能亢进症,严重肝肾功能不全禁用,粒细胞缺乏、肝毒性、皮疹,与β受体阻滞剂合用控制症状,定期监测血常规,D,正常剂量,肝功能不全慎用,QD-TID,,,
general-drug-database.ts,potassium-iodide,碘化钾,50mg/片,mg,内分泌系统药物/抗甲状腺药,碘制剂,Potassium Iodide,KI,碘化钾片,300-500mg,,每日1次,口服,口服,甲亢术前准备、甲状腺危象,结核病、肾炎禁用,碘中毒、甲状腺肿大,与锂盐合用增加甲减风险,术前2周开始使用,D,正常剂量,正常剂量,QD,,,
general-drug-database.ts,hydrocortisone,氢化可的松,20mg/片,mg,内分泌系统药物/糖皮质激素,短效糖皮质激素,Hydrocortisone,HC,氢化可的松片,20-240mg,,每日2-4次,口服,口服,肾上腺皮质功能不全、严重过敏,全身真菌感染禁用,库欣综合征、骨质疏松、高血糖,与NSAIDs合用增加胃肠道风险,生理替代剂量20mg/d,C,正常剂量,正常剂量,BID-QID,,,
general-drug-database.ts,prednisone,泼尼松,5mg/片,mg,内分泌系统药物/糖皮质激素,中效糖皮质激素,Prednisone,PDN,泼尼松片,5-60mg,,每日1-4次,口服,口服,自身免疫性疾病、过敏性疾病,全身真菌感染、活动性消化性溃疡禁用,库欣综合征、骨质疏松、感染,与CYP3A4诱导剂合用降低疗效,晨起一次服用模拟生理分泌,C,正常剂量,肝功能不全需监测,QD-QID,,,
